id,name_ja,name_en,local_name,ingredient_family,base_ingredients,form,shape,processing,cooking_method,fermented,texture,region,country_area,served_with,staple_level,search_keywords,similar_foods,notes,source_url,confidence,review_status,production_volume_note,price_level,cultivation_ease,satiety_level,calories_kcal_per_100g,calorie_basis,deliciousness_level,sweetness_level,taste_profile,storage_duration,storage_method,popularity_level,metrics_source_url,metrics_confidence,metrics_note
111,ミーゴレン,Mie goreng,Mie goreng,grain,wheat,noodle stir-fry,麺,製麺,炒める,false,弾力/香ばしい,Southeast Asia,"Indonesia, Malaysia","肉, 野菜, 卵",common_meal,"小麦,麺,炒める",焼きそば,東南アジアの炒め麺,https://en.wikipedia.org/wiki/Mie_goreng,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
112,モヒンガー,Mohinga,Mohinga,grain,rice,noodle soup,米麺,米粉麺,茹でる,false,スープ/柔らかい,Southeast Asia,Myanmar,"魚スープ, 香草",primary_breakfast,"米麺,ミャンマー,魚",フォー,ミャンマーの米麺スープ,https://en.wikipedia.org/wiki/Mohinga,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,150,cooked noodle/pasta average,subjective_medium_high,low,mild,short_prepared,eat fresh or refrigerate cooked portions,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
113,カノムチン,Khanom chin,Khanom chin,grain,rice,fermented rice noodle,細麺,発酵/米粉化,茹でる,true,柔らかい/酸味,Southeast Asia,Thailand,"カレー, 野菜",common_meal,"米,発酵,麺,タイ",ブン,発酵米麺,https://en.wikipedia.org/wiki/Khanom_chin,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,"fermented, sour",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
114,バインミー,Banh mi,Bánh mì,grain,wheat,bread sandwich,パン,製粉/発酵,焼く,true,外は軽い/中は柔らかい,Southeast Asia,Vietnam,"肉, 野菜, 香草",common_meal,"小麦,パン,ベトナム",バゲット,ベトナムのパン食,https://en.wikipedia.org/wiki/Banh_mi,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
115,バインクオン,Banh cuon,Bánh cuốn,grain,rice,rice sheet roll,薄いシート,米粉化,蒸す,false,つるつる/柔らかい,Southeast Asia,Vietnam,"豚肉, きのこ, ヌクチャム",common_meal,"米,シート,蒸す,ベトナム",腸粉,米粉シートを蒸して巻く料理,https://en.wikipedia.org/wiki/Banh_cuon,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,130,cooked,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
116,バインセオ,Banh xeo,Bánh xèo,grain,rice,crispy pancake,薄焼き,米粉化,焼く,false,ぱりぱり,Southeast Asia,Vietnam,"野菜, 豚肉, エビ",common_meal,"米粉,薄焼き,ベトナム",ドーサ,米粉の薄焼き料理,https://en.wikipedia.org/wiki/Banh_xeo,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,230,prepared flatbread average,subjective_medium,low,"mild, toasty",medium,dry grain in airtight container,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
117,コムタム,Broken rice,Cơm tấm,grain,rice,broken rice dish,粒状,砕米,炊く,false,粒状,Southeast Asia,Vietnam,"豚肉, 卵, 魚醤",common_meal,"米,砕米,ベトナム",ご飯,砕米を炊いた料理,https://en.wikipedia.org/wiki/Broken_rice,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
118,プト,Puto,Puto,grain,rice,steamed rice cake,小型ケーキ,米粉化,蒸す,false,ふわふわ,Southeast Asia,Philippines,"チーズ, ココナッツ",snack_or_side,"米粉,蒸す,フィリピン",イドゥリ,蒸した米粉ケーキ,https://en.wikipedia.org/wiki/Puto,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,130,cooked,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
119,ビビンカ,Bibingka,Bibingka,grain,rice,rice cake,丸いケーキ,米粉化,焼く,false,柔らかい/甘い,Southeast Asia,Philippines,"ココナッツ, 卵",ritual_or_snack,"米粉,焼く,フィリピン",プト,フィリピンの米粉ケーキ,https://en.wikipedia.org/wiki/Bibingka,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,130,cooked,subjective_medium,low,"mild, toasty",short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
120,スマン,Suman,Suman,grain,glutinous rice,wrapped sticky rice,包み,葉で包む,蒸す,false,もちもち,Southeast Asia,Philippines,"砂糖, ココナッツ",common_snack,"もち米,包む,フィリピン",ちまき,葉で包むもち米料理,https://en.wikipedia.org/wiki/Suman,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,130,cooked,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
121,シナンガグ,Garlic fried rice,Sinangag,grain,rice,fried rice,粒状,炊く,炒める,false,香ばしい,Southeast Asia,Philippines,"卵, 肉, 魚",common_breakfast,"米,炒飯,にんにく",ナシゴレン,にんにく風味の炒飯,https://en.wikipedia.org/wiki/Garlic_fried_rice,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,260,fried prepared food estimate,subjective_medium,low,mild,medium,dry grain in airtight container,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
122,パンシット,Pancit,Pancit,grain,rice/wheat,noodle,麺,製麺,炒める/茹でる,false,多様,Southeast Asia,Philippines,"野菜, 肉, 魚介",common_meal,"麺,フィリピン",ミーゴレン,フィリピンの麺料理総称,https://en.wikipedia.org/wiki/Pancit,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
123,パラータ,Paratha,Paratha,grain,wheat,layered flatbread,薄焼き/層状,製粉/練る/油を折り込む,焼く,false,もちっと/油分,South Asia,"India, Pakistan","カレー, ヨーグルト",primary_or_common,"小麦,薄焼き,南アジア",ロティ,層状の小麦薄焼き,https://en.wikipedia.org/wiki/Paratha,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium_high,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
124,アルーパラータ,Aloo paratha,Aloo paratha,grain_tuber,"wheat, potato",stuffed flatbread,薄焼き/具入り,練る/詰める,焼く,false,もちっと/具入り,South Asia,"India, Pakistan","ヨーグルト, ピクルス",common_meal,"小麦,じゃがいも,薄焼き",パラータ,じゃがいも入り平パン,https://en.wikipedia.org/wiki/Aloo_paratha,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
125,クルチャ,Kulcha,Kulcha,grain,wheat,leavened flatbread,平たいパン,製粉/発酵,焼く,true,柔らかい,South Asia,"North India, Pakistan","カレー, チャナ",common_meal,"小麦,発酵,インド",ナン,発酵小麦パン,https://en.wikipedia.org/wiki/Kulcha,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"fermented, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
126,バクリ,Bhakri,Bhakri,grain,"millet, sorghum, wheat",flatbread,薄焼き,製粉/練る,焼く,false,素朴/密度あり,South Asia,India,"野菜, カレー",primary_staple,"ミレット,ソルガム,薄焼き",ロティ,雑穀粉の薄焼きパン,https://en.wikipedia.org/wiki/Bhakri,0.55,needs_review,important_dryland_cereal; see FAOSTAT,low,high,high,230,prepared flatbread average,subjective_medium_high,low,"mild, toasty, nutty",short_to_medium,room temperature short term; freeze for longer storage,high_regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
127,テープラ,Thepla,Thepla,grain,wheat,spiced flatbread,薄焼き,製粉/練る,焼く,false,薄い/香辛料,South Asia,India,"ヨーグルト, ピクルス",common_travel_food,"小麦,薄焼き,グジャラート",パラータ,香辛料入り薄焼きパン,https://en.wikipedia.org/wiki/Thepla,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,high,260,prepared bread average,subjective_medium,low,"mild, toasty",short_to_medium,room temperature short term; freeze for longer storage,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
128,ポハ,Poha,Poha,grain,rice,flattened rice dish,薄い米片,米を押しつぶす,炒める,false,軽い/柔らかい,South Asia,India,"豆, 野菜, 香辛料",common_breakfast,"米,押し米,朝食",お粥,押し米を使う朝食,https://en.wikipedia.org/wiki/Poha,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,130,cooked,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
129,ウプマ,Upma,Upma,grain,wheat semolina,semolina porridge,粥/粒状,セモリナ,炒め煮,false,粒状/柔らかい,South Asia,India,"野菜, チャツネ",common_breakfast,"小麦,セモリナ,南インド",クスクス,セモリナを炒め煮する料理,https://en.wikipedia.org/wiki/Upma,0.55,needs_review,very_high_global_crop; see FAOSTAT,low,medium,medium,80,cooked porridge average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
130,ポンガル,Pongal,Pongal,grain_legume,"rice, mung dal",soft rice-lentil dish,粥,煮る,煮る,false,柔らかい/とろみ,South Asia,South India,"ギー, 胡椒",common_breakfast,"米,豆,南インド",キチュリ,米と豆の柔らかい料理,https://en.wikipedia.org/wiki/Pongal,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,80,cooked porridge average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
131,キチュリ,Khichdi,Khichdi,grain_legume,"rice, lentils",mixed porridge,粥/粒状,煮る,煮る,false,柔らかい,South Asia,"India, Bangladesh","ヨーグルト, ピクルス",common_meal,"米,豆,煮る",ポンガル,米と豆を煮た料理,https://en.wikipedia.org/wiki/Khichdi,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,high,80,cooked porridge average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
132,プットゥ,Puttu,Puttu,grain,rice,steamed cylinder,円筒/粒状,米粉化,蒸す,false,ほろほろ/粒状,South Asia,"Kerala, Sri Lanka","カレー, バナナ",common_breakfast,"米粉,蒸す,ケララ",イドゥリ,米粉を筒状に蒸した料理,https://en.wikipedia.org/wiki/Puttu,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,130,cooked,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
133,イディヤッパム,Idiyappam,String hoppers,grain,rice,string noodle,細い押し出し麺,米粉化/押し出し,蒸す,false,柔らかい/細い,South Asia,"South India, Sri Lanka","カレー, ココナッツ",common_breakfast,"米,麺,蒸す",フォー,米粉の糸状麺,https://en.wikipedia.org/wiki/Idiyappam,0.55,needs_review,very_high_global_crop; see FAOSTAT,medium,medium,medium,150,cooked noodle/pasta average,subjective_medium,low,mild,short_prepared,eat fresh or refrigerate cooked portions,regional,https://fdc.nal.usda.gov/; https://www.fao.org/faostat/; https://www.fao.org/giews/food-prices/price-tool/en/,0.35,"Coarse starter estimate. Verify calories, prices, production and storage before product use."
